"","survival","fine","decomp","growth","N","sp.pair"
"92",-4.6,-0.27562,0.0287229918867996,-1.992,-0.00301200000000001,"elong + leech"
"93",-6.4,-0.09908,0.0290040674530001,-5.532,0.000275999999999998,"elong + leech"
"94",-5.6,0.0880599999999998,0.0356830337226031,-3.554,-0.000564000000000064,"elong + leech"
"95",-4.6,-0.0111,0.0173961847755226,0.203999999999999,-0.00198999999999999,"elong + leech"
"96",-2.8,-0.0360200000000002,0.0297737954593163,-3.748,0.000244000000000022,"elong + leech"
"97",-4.4,-0.0938599999999999,0.05291571086094,-3.638,-0.00405000000000005,"elong + leech"
"98",-4.8,0.0363999999999998,0.0167486732344856,-3.176,-0.000159999999999993,"elong + leech"
"99",-4.6,-0.0807400000000001,0.0389365869683809,-3.829,-0.00460800000000006,"elong + leech"
"100",-3.2,0.0542599999999999,0.0621751768352607,-3.40133333333333,0.00173000000000001,"elong + leech"
"101",-5.8,-0.1133,0.0352032614238151,-0.981,-0.00459399999999999,"elong + leech"
"102",-3.6,-0.13484,0.00294901296957878,-2.784,-0.001162,"elong + leech"
"103",-3.8,-0.0582600000000001,0.0157788679862492,-4.848,-0.00320200000000004,"elong + leech"
"104",-4.4,-0.0357800000000001,0.0453342216782467,-5.268,-0.000410000000000021,"elong + leech"
"105",-5.8,0.0942199999999999,0.0417441220928152,-0.708,-3.000000000003e-05,"elong + leech"
"106",-4.2,-0.0674200000000002,-0.000933389183971123,-2.903,-0.000765999999999989,"elong + leech"
"107",-5.4,0.0727399999999999,-0.024282511872431,-5.784,-0.00387799999999999,"elong + leech"
"108",-5.2,-0.00896000000000008,0.0393129571934277,-2.72,-0.000782000000000005,"elong + leech"
"109",-6,-0.02946,-0.00477195201384145,-2.256,0.00122999999999995,"elong + leech"
"110",-3.8,-0.12636,0.043016235060604,-4.069,-1.39999999999585e-05,"elong + leech"
"111",-5,-0.0248400000000002,0.0546158992523354,-0.554,0.000791999999999959,"elong + leech"
"112",-3.8,0.0509599999999999,0.0315526760342171,-2.88,-0.00439600000000001,"elong + leech"
"113",-5.6,-0.17908,0.025159908691755,-4.284,-0.000988000000000044,"elong + leech"
"114",-3,0.0269799999999998,0.0365011869147089,-1.569,-0.00407800000000003,"elong + leech"
"115",-3.4,-0.16478,0.0132401124606871,-0.33,0.00363599999999997,"elong + leech"
"116",-5.2,0.0774999999999999,0.0253228157364049,-3.144,-0.00093399999999999,"elong + leech"
"117",-2.8,-0.0174800000000001,0.0564251289120389,-0.868,0.00392799999999999,"elong + leech"
"118",-4.8,-0.20564,0.0552599601174201,-4.3,-0.000605999999999995,"elong + leech"
"119",-2.6,0.15762,0.0448118296146232,-1.172,-0.00253399999999998,"elong + leech"
"120",-4.2,0.0772999999999998,0.0229034756136516,0.422999999999999,-0.000203999999999982,"elong + leech"
"121",-5.2,-0.0532000000000001,0.0156843500302811,-5.052,-0.00253799999999998,"elong + leech"
"122",-2.2,-0.10326,0.0535139376313988,-1.412,-0.00523999999999997,"elong + leech"
"123",-4.6,-0.26338,0.0497396560055808,-3.164,-0.00147399999999998,"elong + leech"
"124",-3.8,-0.0709600000000001,0.021516254632534,-0.848000000000001,-0.00333,"elong + leech"
"125",-2.2,-0.0843800000000001,0.0160131906552315,-3.384,0.00289799999999996,"elong + leech"
"126",-4,-0.0407000000000001,0.0410242827745674,-0.682,0.000218000000000051,"elong + leech"
"127",-5.2,0.0133599999999998,0.00333479442800605,-4.292,-0.00390800000000002,"elong + leech"
"128",-2.8,0.0128599999999999,0.0447910596749522,-0.841000000000001,-0.002938,"elong + leech"
"129",-2,0.00675999999999999,0.0421610834244909,-3.022,0.00147599999999998,"elong + leech"
"130",-3.4,0.01076,0.0151277772522768,-0.984,0.000481999999999982,"elong + leech"
"131",-2.8,-0.1077,0.0220364407314112,-3.324,-0.00172,"elong + leech"
"132",-4.2,-0.0454000000000001,0.00848556143486512,-3.52666666666667,-0.00254400000000005,"elong + leech"
"133",-2.6,-0.1075,0.0292515742959666,-2.175,-0.002002,"elong + leech"
"134",-5.2,0.0363599999999999,0.0201816901079158,-2.832,-0.00114600000000004,"elong + leech"
"135",-4.4,0.08102,0.00781968524349508,-2.291,-0.00123800000000002,"elong + leech"
"136",-2.4,-0.29094,0.0299929993487306,-3.108,0.002216,"elong + leech"
"137",-4.2,-0.0527400000000001,0.0588134728353186,1.376,-0.000159999999999993,"elong + leech"
"138",-4.2,0.01642,0.0433685320310475,-5.528,-0.00270000000000004,"elong + leech"
"139",-3.4,0.0659399999999999,0.0441554590837837,-2.244,0.000684000000000018,"elong + leech"
"140",-5.2,0.10424,0.0525299294025128,-1.60266666666667,-0.0035,"elong + leech"
"141",-4.6,-0.06964,0.0175735932974322,-5.107,-5.39999999999985e-05,"elong + leech"
"142",-3.4,0.0661199999999998,0.0550152353273357,-2.556,0.000525999999999971,"elong + leech"
"143",-3.4,-0.0308800000000001,0.0580295287658242,-0.56,0.00223999999999996,"elong + leech"
"144",-2.8,0.0349399999999999,0.0247321718730023,-3.212,-0.000533999999999979,"elong + leech"
"145",-5,-0.16958,0.0199273059879559,-2.51466666666667,-0.00217800000000001,"elong + leech"
"146",-5,-0.03748,0.0329774141835978,-2.716,0.00135200000000002,"elong + leech"
"147",-4,0.03656,0.00798006057158873,-4.504,-0.000290000000000012,"elong + leech"
"148",-4.2,-0.0591600000000002,0.0340827051273387,-1.004,-0.00191200000000002,"elong + leech"
"149",-1.4,-0.12576,0.0293962592100604,-1.44,0.00196400000000002,"elong + leech"
"150",-5.2,0.0148199999999998,0.0442354194198553,-2.075,-0.00191000000000002,"elong + leech"
"151",-1.6,-0.1512,0.0314329526159013,0.604,-0.002168,"elong + leech"
"152",-3.2,0.0878799999999998,0.0395559613627013,-2.9,0.000694000000000028,"elong + leech"
"153",-3.4,-0.0298800000000001,0.0189290012067803,-4.038,-0.00338999999999995,"elong + leech"
"154",-4.4,-0.28496,0.0399133575321484,-1.459,-0.00450200000000001,"elong + leech"
"155",-3.4,-0.0027600000000001,0.0420007080963972,-4.223,-0.00378400000000001,"elong + leech"
"156",-3.2,-0.13934,0.0556715489209478,-2.11466666666667,-0.003444,"elong + leech"
"157",-4.4,0.0185799999999999,0.0486097627266703,-4.38,-0.00302400000000003,"elong + leech"
"158",-4.2,-0.0402000000000001,0.0347632694255703,-3.518,-0.00358800000000004,"elong + leech"
"159",-5,0.0605799999999999,0.043217032153486,-1.832,-0.002058,"elong + leech"
"160",-3.8,-0.0876800000000001,0.0204055414242741,-5.128,-0.00176200000000004,"elong + leech"
"161",-3,-0.05976,0.0219916084125918,-5.62666666666667,-0.00530400000000003,"elong + leech"
"162",-4.2,-0.1095,0.0374864823057491,-2.084,-0.000738000000000016,"elong + leech"
"163",-2,0.1481,0.0579538072956571,-2.084,-0.00161600000000006,"elong + leech"
"164",-3,0.12586,0.0298261353352873,-1.01066666666667,-0.00313599999999997,"elong + leech"
"165",-5.2,-0.07704,0.0306640647883692,-2.084,-0.00126999999999999,"elong + leech"
"166",-4.2,0.0274599999999999,-0.014044625890645,-3.798,-8.20000000000265e-05,"elong + leech"
"167",-4,0.0967199999999999,0.0174884549950726,-5.308,-0.00396800000000003,"elong + leech"
"168",-3.8,-0.10614,0.0329665712525353,-2.61466666666667,-0.00114199999999998,"elong + leech"
"169",-3,-0.28446,0.00700097771804653,-1.137,0.00308199999999997,"elong + leech"
"170",-5.6,-0.04114,0.0324520485811435,-1.256,-0.002336,"elong + leech"
"171",-5,-0.0602000000000001,0.0142905835640225,-1.85866666666667,0.00105199999999994,"elong + leech"
"172",-2.8,-0.12376,0.0430312273212866,-2.672,-0.000564000000000064,"elong + leech"
"173",-4.8,-0.21832,0.0203371741706728,-3.84,-0.00115799999999999,"elong + leech"
"174",-3.8,-0.05148,0.0398477340292624,-2.236,-0.00320200000000004,"elong + leech"
"175",-3.6,-0.02796,0.0250913403114476,-4.244,-0.00146600000000002,"elong + leech"
"176",-3.4,0.04996,0.0443073095846045,-3.812,-0.000636000000000025,"elong + leech"
"177",-4.4,-0.0644200000000001,0.0480929763398578,-3.16666666666667,-0.00354199999999999,"elong + leech"
"178",-1.6,-0.20298,0.0169451289001796,-1.808,0.00147199999999997,"elong + leech"
"179",-2.4,-0.13864,0.0191275182991723,-3.296,-0.00554399999999999,"elong + leech"
"180",-3.2,0.08012,0.0590618839988768,-4.678,-0.000238000000000016,"elong + leech"
"181",-3.2,-0.0668000000000001,0.0271183764898079,-3.508,-0.00185199999999996,"elong + leech"
"182",-2.4,-0.13698,0.0631845352890044,-3.364,-0.00102799999999997,"elong + leech"
"183",-2.8,0.0273399999999999,-0.0170328992536887,-2.72666666666667,-0.00235800000000003,"elong + leech"
"184",-4,0.02794,0.0447549730163967,-4.49466666666667,-0.000810000000000033,"elong + leech"
"185",-4,-0.0787200000000001,0.0556906384480232,-1.732,-0.00606600000000002,"elong + leech"
"186",-4,-0.0272800000000001,0.0523886815749023,-3.176,-0.00426600000000005,"elong + leech"
"187",-3.6,-0.16106,0.0278994382652553,-3.536,-0.00196399999999997,"elong + leech"
"188",-6.2,-0.0125,0.0603513149936087,-3.068,0.000823999999999991,"elong + leech"
"189",-3.4,-0.11586,0.0469456761812748,-5.333,-0.001498,"elong + leech"
"190",-4.8,0.00609999999999988,0.0306226511454341,-2.888,-0.00191600000000003,"elong + leech"
"191",-3.4,0.0765399999999998,0.0417337054177767,-2.105,-0.00362399999999996,"elong + leech"
"192",-2.6,0.0549799999999999,0.0287259659325706,-4.92133333333333,0.00321399999999999,"elong + leech"
"193",-2,-0.0511800000000001,0.0345842314642117,-3.088,-0.00593399999999999,"elong + leech"
"194",-4.6,0.02482,0.0464928905055353,-4.198,-0.000302000000000024,"elong + leech"
"195",-2.2,-0.12998,0.0218711362297098,-1.736,-0.00148200000000004,"elong + leech"
"196",-5,0.0180599999999998,0.0508876454469229,-4.638,-0.000941999999999998,"elong + leech"
"197",-3.4,-0.06652,0.0117071975888126,-2.753,-0.00195600000000001,"elong + leech"
"198",-3,-0.0134800000000002,0.0514635510925655,-1.081,-0.000475999999999976,"elong + leech"
"199",-2.6,0.00438000000000005,-0.00370729864794395,-1.65466666666667,-0.00192799999999999,"elong + leech"
"200",-4.4,-0.0308200000000001,0.0533326586031468,-1.968,0.000516000000000016,"elong + leech"
"201",-4.8,-0.0674400000000001,0.00295550165492842,-0.86,-0.000319999999999987,"elong + leech"
"202",-4.6,0.0694999999999999,0.0447303464012224,-2.674,-0.00144600000000006,"elong + leech"
"203",-2.8,0.0220399999999999,0.0339659263813508,-3.633,0.00093399999999999,"elong + leech"
"204",-4,-0.10434,0.0296132926916904,-1.967,-0.00516,"elong + leech"
"205",-3.4,-0.16636,0.0440230113976764,-2.82,0.00143599999999999,"elong + leech"
"206",-3.8,-0.0660400000000001,0.0403841171961803,-3.12,0.000375999999999987,"elong + leech"
"207",-4,-0.05554,0.0430097463752544,-1.80266666666667,-0.00264399999999998,"elong + leech"
"208",-3.6,-0.0148,-0.00659768673943945,-1.432,0.00328999999999996,"elong + leech"
"209",-5.4,-0.10054,0.0432240265978243,-4.619,0.000809999999999977,"elong + leech"
"210",-3.6,-0.27388,-0.0295013839878338,-1.396,-0.00478400000000001,"elong + leech"
"211",-4.8,0.0210799999999999,0.0578929181606279,-3.644,-0.00241000000000002,"elong + leech"
"212",-4.4,0.1296,0.0590084343981375,-1.229,-0.00130200000000003,"elong + leech"
"213",-1.6,-0.14478,0.0433603831600981,-0.396000000000001,0.001002,"elong + leech"
"214",-4.6,0.0814999999999999,0.0370671199622059,-1.682,0.00089800000000001,"elong + leech"
"215",-5,-0.1077,0.0279725682478423,-2.416,0.001836,"elong + leech"
"216",-4.6,0.07902,0.0526340528179914,-1.266,0.000863999999999976,"elong + leech"
"217",-5.2,0.0318799999999999,0.0378551352902212,-4.11466666666667,4.19999999999865e-05,"elong + leech"
"218",-3.2,-0.02796,0.0526092218116994,-1.79866666666667,-0.00303200000000003,"elong + leech"
"219",-5.4,-0.0954,0.0594601270990553,-3.616,-0.00229399999999996,"elong + leech"
"220",-3.6,-0.14542,0.0527176064351031,-5.596,0.00092800000000004,"elong + leech"
"221",-6,0.00331999999999982,0.0164577578452249,-5.73866666666667,-0.000802000000000025,"elong + leech"
"222",-2.8,-0.0364800000000001,0.046827031882532,-1.564,-0.00195000000000001,"elong + leech"
"223",-3.2,-0.0890600000000001,0.0608202574564931,-1.67733333333333,-0.00105000000000005,"elong + leech"
"224",-4.8,0.10552,0.0427656680381746,-4.169,9.99999999995449e-06,"elong + leech"
"225",-2.4,-0.0992,0.010701356935125,-2.048,-0.00336200000000003,"elong + leech"
"226",-5.6,0.0532599999999999,0.0466532658336289,-0.256000000000001,-0.00123200000000001,"elong + leech"
"227",-3.4,0.12448,0.0480379897543166,-2.7,-0.000406000000000017,"elong + leech"
"228",-3.8,-0.02922,0.0392003367321842,-3.16,-0.00212999999999997,"elong + leech"
"229",-2.8,-0.01228,0.0382235661684168,-2.378,-0.00355200000000006,"elong + leech"
"230",-3.4,-0.0144,-0.00592929638912315,-1.41333333333333,-0.00345999999999996,"elong + leech"
"231",-4.4,0.01984,0.0254295591573965,-5.156,0.000323999999999991,"elong + leech"
"232",-3.4,-0.028,0.0442917713491739,-3.873,-0.00103400000000003,"elong + leech"
"233",-4.6,-0.13588,0.0217107609016161,-1.946,-0.00583,"elong + leech"
"234",-3.8,0.0638599999999998,0.0368482025172219,0.990666666666667,0.00191800000000003,"elong + leech"
"235",-2.8,0.14176,0.036229190509124,-4.128,-0.000394000000000005,"elong + leech"
"236",-3.4,-0.11932,0.0442846870919173,-3.608,-0.000226000000000004,"elong + leech"
"237",-3.8,-0.14808,0.0492437177400624,-3.408,-0.00154800000000005,"elong + leech"
"238",-2.4,0.0779599999999999,0.0234211646520988,-2.864,-0.00452000000000002,"elong + leech"
"239",-3.2,0.0119399999999999,0.0257060654782759,-3.628,-0.00384400000000001,"elong + leech"
"240",-4.6,0.06414,0.0143132731808135,-3.936,0.000311999999999979,"elong + leech"
"241",-4,0.0269400000000001,0.0346288619138596,-3.285,-9.3999999999983e-05,"elong + leech"
"242",-2.8,0.0737199999999999,0.0528598438333721,-0.255000000000001,-0.00242599999999998,"elong + leech"
"243",-4,-0.06098,0.053534722869038,-2.368,0.000632000000000021,"elong + leech"
"244",-4.4,-0.1382,0.0352420093282239,-5.898,-0.00194400000000006,"elong + leech"
"245",-3,0.11462,0.0296308670690443,-4.25466666666667,-0.00100800000000001,"elong + leech"
"246",-3.8,-0.0171600000000001,0.0498361657414519,-3.816,-0.00299199999999999,"elong + leech"
"247",-2.4,-0.06786,0.0249930446783117,-0.387,-0.00414999999999999,"elong + leech"
"248",-3.2,-0.0373600000000001,0.0392921719557885,0.108,-0.000327999999999995,"elong + leech"
"249",-5,0.0770599999999998,0.0449977078918815,-1.41,-0.001444,"elong + leech"
"250",-0.4,-0.12178,0.0281623409562882,-1.556,0.00159999999999999,"elong + leech"
"251",-4,-0.04698,-0.00808227045625803,-3.199,-0.00263599999999997,"elong + leech"
"252",-4.2,-0.12176,0.0351834672113336,-3.537,-0.00576399999999999,"elong + leech"
"253",-3.2,-0.16856,0.0318399221485203,-1.59333333333333,-0.00180200000000003,"elong + leech"
"254",-3.6,0.0325799999999998,0.0382924615499396,-3.52,-0.00156000000000001,"elong + leech"
"255",-2,0.00553999999999988,0.0504078551966295,-3.37066666666667,0.000101999999999991,"elong + leech"
"256",-1,-0.00831999999999999,0.026766725972369,-3.185,-0.00496200000000002,"elong + leech"
"257",-3.6,0.0758199999999998,0.0407769971848881,-4.449,0.00273999999999996,"elong + leech"
"258",-7,0.1074,0.0339273698582118,-1.2,-0.00155400000000006,"elong + leech"
"259",-5.6,0.04026,0.028819202562288,-2.808,-0.001608,"elong + leech"
"260",-1.8,-0.1211,0.0468682559724792,0.359999999999999,-0.00359800000000005,"elong + leech"
"261",-5,0.0418799999999999,0.0429551735538932,-1.81066666666667,-0.00137999999999999,"elong + leech"
"262",-4.4,-0.17228,0.006887746998547,-4.09866666666667,-0.00403200000000004,"elong + leech"
"263",-3.2,-0.000299999999999967,0.0537080240700907,-3.16133333333333,-0.00318600000000002,"elong + leech"
"264",-2,-0.21384,0.0086191758023359,-3.588,-0.00146799999999997,"elong + leech"
"265",-4.6,-0.26066,0.0706468945876492,-2.80666666666667,0.00240199999999996,"elong + leech"
"266",-2.6,0.10016,0.0471627587157205,-3.76666666666667,0.00157999999999997,"elong + leech"
"267",-3.8,-0.10326,0.0147804668668516,-3.264,-0.00416200000000005,"elong + leech"
"268",-2.6,0.0817399999999999,0.0574299223785641,-0.640000000000001,-0.00413999999999998,"elong + leech"
"269",-1.8,-0.02946,0.0285160499450409,-3.32,0.000240000000000018,"elong + leech"
"270",-3.6,0.0692,0.0576929344903476,-2.455,-0.000415999999999972,"elong + leech"
"271",-3.6,-0.17688,0.0500134457463786,-7.365,-0.00168000000000001,"elong + leech"
"272",-4.2,-0.21632,0.00637470282481062,-3.00266666666667,-0.00273999999999996,"elong + leech"
"273",-4.6,-0.15662,0.00872053055685207,-2.636,-0.000549999999999995,"elong + leech"
"274",-2.4,0.0805999999999998,0.0315545893903822,-3.23066666666667,0.00258799999999998,"elong + leech"
"275",-3.4,0.0385199999999999,0.011980934874202,-0.909333333333334,-0.00355800000000001,"elong + leech"
"276",-4.2,0.0465199999999998,0.0324312573970769,0.172,-0.00201600000000002,"elong + leech"
"277",-3.6,-0.0411800000000001,0.0435078190257637,-2.096,-0.000236000000000014,"elong + leech"
"278",-5.2,0.0964799999999999,0.0484237712127438,-0.656000000000001,-0.00358800000000004,"elong + leech"
"279",-4.4,-0.15456,0.0491917785982492,-3.484,-0.000592000000000037,"elong + leech"
"280",-3.8,-0.11868,0.0532738500637285,-2.282,-0.00125200000000003,"elong + leech"
"281",-3.4,0.01706,0.0416081597671292,-4.744,-0.005826,"elong + leech"
"282",-2.2,-0.19684,0.0498774841042477,-5.904,-0.004386,"elong + leech"
"283",-3.8,0.0148199999999999,-0.0111010063383218,-3.064,0.003888,"elong + leech"
"284",-4.6,-0.22678,0.0264053556898437,-3.268,-0.000114000000000058,"elong + leech"
"285",-4,-0.12222,0.00170609768804636,-3.33,0.000506000000000006,"elong + leech"
"286",-2.8,-0.0399800000000001,0.0402715619718486,-4.253,-0.001278,"elong + leech"
"287",-2.4,-0.14694,0.0322676101903464,-3.958,-0.00268000000000002,"elong + leech"
"288",-4.8,0.0955599999999999,0.0198593846377533,0.441999999999999,-0.00148200000000004,"elong + leech"
"289",-5,-0.0968200000000001,0.0249730367358018,-1.584,-0.00186599999999998,"elong + leech"
"290",-4.2,-0.00700000000000012,0.0386825652346435,-4.826,-0.00270000000000004,"elong + leech"
"291",-4.6,-0.0756600000000001,0.00874817281249091,-3.717,0.00192399999999998,"elong + leech"
"292",-2.8,-0.12622,0.059650332976941,-2.467,-0.000668000000000057,"elong + leech"
"293",-3.6,-0.13628,0.0383839414965105,-2.85066666666667,-0.00296000000000002,"elong + leech"
"294",-2.6,-0.27394,0.0570311434955373,-0.862666666666667,-0.000653999999999988,"elong + leech"
